t,data
0,0.075
0.01,0.0781830988618379
0.02,0.0813661977236758
0.03,0.0845492965855137
0.04,0.0877323954473516
0.05,0.0909154943091895
0.06,0.0940985931710274
0.07,0.0972816920328653
0.08,0.100464790894703
0.09,0.103647889756541
0.1,0.106830988618379
0.11,0.110014087480217
0.12,0.113197186342055
0.13,0.116380285203893
0.14,0.119563384065731
0.15,0.122746482927569
0.16,0.125929581789406
0.17,0.129112680651244
0.18,0.132295779513082
0.19,0.13547887837492
0.2,0.138661977236758
0.21,0.141845076098596
0.22,0.145028174960434
0.23,0.148211273822272
0.24,0.15139437268411
0.25,0.154577471545948
0.26,0.157760570407786
0.27,0.160943669269623
0.28,0.164126768131461
0.29,0.167309866993299
0.3,0.170492965855137
0.31,0.173676064716975
0.32,0.176859163578813
0.33,0.180042262440651
0.34,0.183225361302489
0.35,0.186408460164327
0.36,0.189591559026165
0.37,0.192774657888003
0.38,0.19595775674984
0.39,0.199140855611678
0.4,0.202323954473516
0.41,0.205507053335354
0.42,0.208690152197192
0.43,0.21187325105903
0.44,0.215056349920868
0.45,0.218239448782706
0.46,0.221422547644544
0.47,0.224605646506382
0.48,0.227788745368219
0.49,0.230971844230057
0.5,0.234154943091895
0.51,0.237338041953733
0.52,0.240521140815571
0.53,0.243704239677409
0.54,0.246887338539247
0.55,0.250070437401085
0.56,0.253253536262923
0.57,0.256436635124761
0.58,0.259619733986599
0.59,0.262802832848436
0.6,0.265985931710274
0.61,0.269169030572112
0.62,0.27235212943395
0.63,0.275535228295788
0.64,0.278718327157626
0.65,0.281901426019464
0.66,0.285084524881302
0.67,0.28826762374314
0.68,0.291450722604978
0.69,0.294633821466816
0.7,0.297816920328653
0.71,0.301000019190491
0.72,0.304183118052329
0.73,0.307366216914167
0.74,0.310549315776005
0.75,0.313732414637843
0.76,0.316915513499681
0.77,0.320098612361519
0.78,0.323281711223357
0.79,0.326464810085195
0.8,0.329647908947032
0.81,0.33283100780887
0.82,0.336014106670708
0.83,0.339197205532546
0.84,0.342380304394384
0.85,0.345563403256222
0.86,0.34874650211806
0.87,0.351929600979898
0.88,0.355112699841736
0.89,0.358295798703574
0.9,0.361478897565412
0.91,0.36466199642725
0.92,0.367845095289087
0.93,0.371028194150925
0.94,0.374211293012763
0.95,0.377394391874601
0.96,0.380577490736439
0.97,0.383760589598277
0.98,0.386943688460115
0.99,0.390126787321953
1,0.393309886183791
1.01,0.396492985045629
1.02,0.399676083907466
1.03,0.402859182769304
1.04,0.406042281631142
1.05,0.40922538049298
1.06,0.412408479354818
1.07,0.415591578216656
1.08,0.418774677078494
1.09,0.421957775940332
1.1,0.42514087480217
1.11,0.428323973664008
1.12,0.431507072525846
1.13,0.434690171387683
1.14,0.437873270249521
1.15,0.441056369111359
1.16,0.444239467973197
1.17,0.447422566835035
1.18,0.450605665696873
1.19,0.453788764558711
1.2,0.456971863420549
1.21,0.460154962282387
1.22,0.463338061144225
1.23,0.466521160006062
1.24,0.4697042588679
1.25,0.472887357729738
1.26,0.476070456591576
1.27,0.479253555453414
1.28,0.482436654315252
1.29,0.48561975317709
1.3,0.488802852038928
1.31,0.491985950900766
1.32,0.495169049762604
1.33,0.498352148624442
1.34,0.50153524748628
1.35,0.504718346348117
1.36,0.507901445209955
1.37,0.511084544071793
1.38,0.514267642933631
1.39,0.517450741795469
1.4,0.520633840657307
1.41,0.523816939519145
1.42,0.527000038380983
1.43,0.530183137242821
1.44,0.533366236104658
1.45,0.536549334966496
1.46,0.539732433828334
1.47,0.542915532690172
1.48,0.54609863155201
1.49,0.549281730413848
1.5,0.552464829275686
1.51,0.555647928137524
1.52,0.558831026999362
1.53,0.5620141258612
1.54,0.565197224723038
1.55,0.568380323584876
1.56,0.571563422446713
1.57,0.574746521308551
1.58,0.577929620170389
1.59,0.581112719032227
1.6,0.584295817894065
1.61,0.587478916755903
1.62,0.590662015617741
1.63,0.593845114479579
1.64,0.597028213341417
1.65,0.600211312203255
1.66,0.603394411065093
1.67,0.60657750992693
1.68,0.609760608788768
1.69,0.612943707650606
1.7,0.616126806512444
1.71,0.619309905374282
1.72,0.62249300423612
1.73,0.625676103097958
1.74,0.628859201959796
1.75,0.632042300821634
1.76,0.635225399683472
1.77,0.638408498545309
1.78,0.641591597407147
1.79,0.644774696268985
1.8,0.647957795130823
1.81,0.651140893992661
1.82,0.654323992854499
1.83,0.657507091716337
1.84,0.660690190578175
1.85,0.663873289440013
1.86,0.667056388301851
1.87,0.670239487163689
1.88,0.673422586025527
1.89,0.676605684887364
1.9,0.679788783749202
1.91,0.68297188261104
1.92,0.686154981472878
1.93,0.689338080334716
1.94,0.692521179196554
1.95,0.695704278058392
1.96,0.69888737692023
1.97,0.702070475782068
1.98,0.705253574643905
1.99,0.708436673505743
2,0.711619772367581
2.01,0.714802871229419
2.02,0.717985970091257
2.03,0.721169068953095
2.04,0.724352167814933
2.05,0.727535266676771
2.06,0.730718365538609
2.07,0.733901464400447
2.08,0.737084563262285
2.09,0.740267662124122
2.1,0.74345076098596
2.11,0.746633859847798
2.12,0.749816958709636
2.13,0.753000057571474
2.14,0.756183156433312
2.15,0.75936625529515
2.16,0.762549354156988
2.17,0.765732453018826
2.18,0.768915551880664
2.19,0.772098650742502
2.2,0.775281749604339
2.21,0.778464848466177
2.22,0.781647947328015
2.23,0.784831046189853
2.24,0.788014145051691
2.25,0.791197243913529
2.26,0.794380342775367
2.27,0.797563441637205
2.28,0.800746540499043
2.29,0.803929639360881
2.3,0.807112738222719
2.31,0.810295837084556
2.32,0.813478935946394
2.33,0.816662034808232
2.34,0.81984513367007
2.35,0.823028232531908
2.36,0.826211331393746
2.37,0.829394430255584
2.38,0.832577529117422
2.39,0.83576062797926
2.4,0.838943726841098
2.41,0.842126825702936
2.42,0.845309924564773
2.43,0.848493023426611
2.44,0.851676122288449
2.45,0.854859221150287
2.46,0.858042320012125
2.47,0.861225418873963
2.48,0.864408517735801
2.49,0.867591616597639
2.5,0.870774715459477
2.51,0.873957814321315
2.52,0.877140913183152
2.53,0.88032401204499
2.54,0.883507110906828
2.55,0.886690209768666
2.56,0.889873308630504
2.57,0.893056407492342
2.58,0.89623950635418
2.59,0.899422605216018
2.6,0.902605704077856
2.61,0.905788802939694
2.62,0.908971901801532
2.63,0.912155000663369
2.64,0.915338099525207
2.65,0.918521198387045
2.66,0.921704297248883
2.67,0.924887396110721
2.68,0.928070494972559
2.69,0.931253593834397
2.7,0.934436692696235
2.71,0.937619791558073
2.72,0.940802890419911
2.73,0.943985989281748
2.74,0.947169088143586
2.75,0.950352187005424
2.76,0.953535285867262
2.77,0.9567183847291
2.78,0.959901483590938
2.79,0.963084582452776
2.8,0.966267681314614
2.81,0.969450780176452
2.82,0.97263387903829
2.83,0.975816977900128
2.84,0.979000076761965
2.85,0.982183175623803
2.86,0.985366274485641
2.87,0.988549373347479
2.88,0.991732472209317
2.89,0.994915571071155
2.9,0.998098669932993
2.91,1.00128176879483
2.92,1.00446486765667
2.93,1.00764796651851
2.94,1.01083106538034
2.95,1.01401416424218
2.96,1.01719726310402
2.97,1.02038036196586
2.98,1.0235634608277
2.99,1.02674655968953
3,1.02992965855137
3.01,1.03311275741321
3.02,1.03629585627505
3.03,1.03947895513689
3.04,1.04266205399872
3.05,1.04584515286056
3.06,1.0490282517224
3.07,1.05221135058424
3.08,1.05539444944608
3.09,1.05857754830791
3.1,1.06176064716975
3.11,1.06494374603159
3.12,1.06812684489343
3.13,1.07130994375526
3.14,1.0744930426171
3.15,1.07232385852106
3.16,1.06914075965922
3.17,1.06595766079738
3.18,1.06277456193555
3.19,1.05959146307371
3.2,1.05640836421187
3.21,1.05322526535003
3.22,1.05004216648819
3.23,1.04685906762636
3.24,1.04367596876452
3.25,1.04049286990268
3.26,1.03730977104084
3.27,1.034126672179
3.28,1.03094357331717
3.29,1.02776047445533
3.3,1.02457737559349
3.31,1.02139427673165
3.32,1.01821117786981
3.33,1.01502807900798
3.34,1.01184498014614
3.35,1.0086618812843
3.36,1.00547878242246
3.37,1.00229568356063
3.38,0.999112584698787
3.39,0.995929485836949
3.4,0.992746386975112
3.41,0.989563288113274
3.42,0.986380189251436
3.43,0.983197090389598
3.44,0.98001399152776
3.45,0.976830892665922
3.46,0.973647793804084
3.47,0.970464694942246
3.48,0.967281596080408
3.49,0.96409849721857
3.5,0.960915398356732
3.51,0.957732299494894
3.52,0.954549200633057
3.53,0.951366101771219
3.54,0.948183002909381
3.55,0.944999904047543
3.56,0.941816805185705
3.57,0.938633706323867
3.58,0.935450607462029
3.59,0.932267508600191
3.6,0.929084409738353
3.61,0.925901310876516
3.62,0.922718212014678
3.63,0.91953511315284
3.64,0.916352014291002
3.65,0.913168915429164
3.66,0.909985816567326
3.67,0.906802717705488
3.68,0.90361961884365
3.69,0.900436519981812
3.7,0.897253421119974
3.71,0.894070322258137
3.72,0.890887223396299
3.73,0.887704124534461
3.74,0.884521025672623
3.75,0.881337926810785
3.76,0.878154827948947
3.77,0.874971729087109
3.78,0.871788630225271
3.79,0.868605531363433
3.8,0.865422432501595
3.81,0.862239333639757
3.82,0.859056234777919
3.83,0.855873135916082
3.84,0.852690037054244
3.85,0.849506938192406
3.86,0.846323839330568
3.87,0.84314074046873
3.88,0.839957641606892
3.89,0.836774542745054
3.9,0.833591443883216
3.91,0.830408345021378
3.92,0.82722524615954
3.93,0.824042147297702
